20160211:120000;2783
20160211:120001;2790
20160211:120006;2795
20160211:120008;2799
20160211:120009;2799
20160211:120011;2799
20160211:120012;2812
20160211:120014;2814
20160211:120015;2822
20160211:120018;2824
20160211:120020;2824
20160211:120021;2820
20160211:120023;2822
20160211:120025;2822
20160211:120026;2817
20160211:120028;2817
20160211:120029;2820
20160211:120031;2823
20160211:120032;2823
20160211:120034;2823
20160211:120035;2823
20160211:120037;2823
20160211:120038;2823
20160211:120040;2826
20160211:120041;2824
20160211:120046;2823
20160211:120047;2819
20160211:120049;2820
20160211:120051;2819
20160211:120052;2806
20160211:120054;2806
20160211:120057;2813
20160211:120058;2814
20160211:120100;2814
20160211:120101;2817
20160211:120103;2819
20160211:120104;2819
20160211:120106;2819
20160211:120108;2824
20160211:120109;2824
20160211:120112;2829
20160211:120113;2832
20160211:120115;2817
20160211:120116;2627
20160211:120118;2826
20160211:120121;2826
20160211:120123;2824
20160211:120124;2824
20160211:120126;2823
20160211:120127;2823
20160211:120129;2823
20160211:120130;2823
20160211:120132;2822
20160211:120133;2822
20160211:120135;2822
20160211:120136;2823
20160211:120138;2823
20160211:120139;2822
20160211:120141;2823
20160211:120142;2814
20160211:120144;2817
20160211:120145;2817
20160211:120147;2813
20160211:120148;2813
20160211:120150;2813
20160211:120151;2813
20160211:120153;2813
20160211:120154;2813
20160211:120156;2813
20160211:120157;2813
20160211:120159;2813
20160211:120201;2813
20160211:120202;2813
20160211:120204;2812
20160211:120205;2813
20160211:120207;2813
20160211:120208;2813
20160211:120210;2813
20160211:120211;2813
20160211:120213;2813
20160211:120217;2810
20160211:120219;2810
20160211:120220;2810
20160211:120222;2810
20160211:120223;2810
20160211:120226;2812
20160211:120228;2812
20160211:120229;2812
20160211:120231;2812
20160211:120232;2812
20160211:120234;2812
20160211:120235;2812
20160211:120237;2812
20160211:120238;2812
20160211:120239;2812
20160211:120241;2812
20160211:120247;2813
20160211:120248;2810
20160211:120250;2810
20160211:120252;2810
20160211:120253;2810
20160211:120254;2810
20160211:120256;2810
20160211:120257;2810
20160211:120259;2810
20160211:120300;2810
20160211:120302;2812
20160211:120307;2812
20160211:120308;2812
20160211:120310;2812
20160211:120311;2812
20160211:120312;2812
20160211:120314;2812
20160211:120315;2812
20160211:120317;2812
20160211:120318;2812
20160211:120320;2812
20160211:120321;2812
20160211:120323;2812
20160211:120324;2812
20160211:120326;2812
20160211:120328;2812
20160211:120329;2813
20160211:120331;2813
20160211:120332;2813
20160211:120334;2814
20160211:120335;2814
20160211:120337;2814
20160211:120338;2814
20160211:120344;2813
20160211:120345;2814
20160211:120347;2814
20160211:120348;2814
20160211:120350;2814
20160211:120351;2814
20160211:120353;2814
20160211:120354;2814
20160211:120357;2814
20160211:120359;2813
20160211:120400;2814
20160211:120401;2814
20160211:120403;2814
20160211:120409;2813
20160211:120426;2813
20160211:120428;2812
20160211:120429;2813
20160211:120430;2816
20160211:120432;2816
20160211:120433;2817
20160211:120435;2818
20160211:120436;2817
20160211:120438;2817
20160211:120439;2818
20160211:120441;2818
20160211:120442;2819
20160211:120444;2819
20160211:120445;2819
20160211:120446;2819
20160211:120448;2819
20160211:120449;2819
20160211:120451;2819
20160211:120452;2819
20160211:120454;2819
20160211:120455;2819
20160211:120457;2819
20160211:120458;2819
20160211:120500;2819
20160211:120501;2819
20160211:120503;2819
20160211:120504;2819
20160211:120506;2819
20160211:120507;2819
20160211:120509;2819
20160211:120510;2819
20160211:120512;2818
20160211:120513;2818
20160211:120515;2818
20160211:120516;2818
20160211:120518;2818
20160211:120519;2819
